grid_frequency,battery_soc,wind_speed,last_updated,temperature,grid_import_power,grid_export_power,voltage_level,humidity,load_demand,cloud_cover,solar_irradiance,row_index,total_power_generation,electricity_price,solar_power_output,timestamp,subgrid_id,wind_power_output
49.70394118701208,22.81,5.038804248182269,2026-04-21 17:09:12.284000+00:00,26.01347302021606,10.69,11.51,237.1666295929817,97.95198657273164,49.56,67.61082918658356,502.5296267016556,108,57.11,6.750737264201023,34.73,2023-01-02 03:00:00+00:00,subgrid_1,22.39
50.49516429488574,9.86,0.4450025099045041,2026-04-21 17:09:12.704000+00:00,38.357315607998,51.69,6.17,217.30704961331676,28.62364173437801,98.31,51.86797786913082,271.17778571120346,109,58.06,7.457355614840774,7.14,2023-01-02 03:15:00+00:00,subgrid_1,50.92
50.30141200296652,9.52,3.541933885881676,2026-04-21 17:08:33.003000+00:00,15.21390060663018,57.26,40.48,245.59156265377092,64.74064104314746,91.42,94.0561287472636,663.7667361217,11,185.44,8.35054112084228,116.15,2023-01-01 02:45:00+00:00,subgrid_1,69.29
49.7340419459923,1.88,2.7161421113838458,2026-04-21 17:09:13.130000+00:00,24.769394765623595,29.46,22.84,237.1410957121837,36.54438948439747,40.2,88.20017922146772,947.6025016077222,110,29.7,5.90923970097977,17.52,2023-01-02 03:30:00+00:00,subgrid_1,12.17
49.659293236825874,4.84,13.182294837995231,2026-04-21 17:09:13.535000+00:00,29.250502709802564,35.13,119.81,246.2328594431093,47.30500880253312,301.44,56.77969969129095,463.8652214288476,111,153.08,4.326099508891296,33.69,2023-01-02 03:45:00+00:00,subgrid_1,119.39
50.19687679850394,8.63,19.556229782763896,2026-04-21 17:09:13.952000+00:00,26.6539092783299,106.46,91.51,214.0362029337284,38.28576615903281,201.57,12.6800542853874,58.79601654463706,112,184.64,4.909541473860738,137.38,2023-01-02 04:00:00+00:00,subgrid_1,47.26
50.102144435766114,7.03,2.229242791670336,2026-04-21 17:09:14.357000+00:00,25.27617688528823,5.05,41.97,223.06122312863488,70.0353597444809,103.07,36.685600045750576,729.2664058366333,113,86.44,4.213066278648023,58.85,2023-01-02 04:15:00+00:00,subgrid_1,27.59
50.24601306598425,1.99,9.23896096249524,2026-04-21 17:09:14.779000+00:00,15.655541316233364,21.2,51.87,248.90417828267672,23.16405834690042,87.31,44.59209517353771,328.84528820898964,114,68.13,6.667700413505482,44.99,2023-01-02 04:30:00+00:00,subgrid_1,23.14
50.15367309599805,7.31,3.61273101895065,2026-04-21 17:09:15.253000+00:00,25.800628135635105,7.0,3.85,219.0078575825354,34.19494274187328,35.58,93.53690161355956,653.4889320582475,115,87.82,4.533110250589784,80.64,2023-01-02 04:45:00+00:00,subgrid_1,7.18
49.72299339488622,5.64,14.900730682031842,2026-04-21 17:09:15.682000+00:00,41.6846997119859,22.89,21.47,212.38227189870088,43.467779012688354,9.07,65.91854723058223,279.594370523232,116,32.29,6.630606863825192,25.21,2023-01-02 05:00:00+00:00,subgrid_1,7.07
50.00090604162652,5.38,2.3611779952362832,2026-04-21 17:09:16.099000+00:00,35.711800157810515,4.21,78.53,212.20235751129263,74.66766200634532,43.16,87.52775627958907,570.7437417333199,117,36.56,10.660702158659998,27.72,2023-01-02 05:15:00+00:00,subgrid_1,8.84
49.67664281047204,38.21,4.796834969617791,2026-04-21 17:09:16.506000+00:00,19.362685772863195,68.24,28.13,221.01197095694044,90.06919060649024,264.95,75.75917008399362,772.1525048074647,118,253.7,8.890640653593458,178.81,2023-01-02 05:30:00+00:00,subgrid_1,74.88
49.753537928640405,5.69,3.9281193529814273,2026-04-21 17:09:16.916000+00:00,32.73465013868218,22.51,17.83,229.79493007543192,83.87934164424436,36.57,30.986088652268297,928.008741774554,119,26.37,8.964766020860804,17.61,2023-01-02 05:45:00+00:00,subgrid_1,8.76
50.37224642274789,21.43,18.784954457502177,2026-04-21 17:08:33.418000+00:00,35.45095410248504,11.12,33.51,234.49709837377827,44.56335403919403,91.1,57.1334234822284,414.20055430464345,12,158.67,11.435048692621844,141.93,2023-01-01 03:00:00+00:00,subgrid_1,16.75
50.486917649125225,8.6,11.050395607339558,2026-04-21 17:09:17.632000+00:00,41.76692579846615,10.19,20.75,220.75309670422368,34.56647466002039,79.74,71.87089930641832,261.12714443307704,120,64.58,10.306794695587762,40.92,2023-01-02 06:00:00+00:00,subgrid_1,23.66
50.22867994179333,7.67,17.463681840012647,2026-04-21 17:09:18.053000+00:00,36.00102122894566,3.67,12.55,221.2361159424805,65.23246067528552,48.12,19.529973592387464,334.8569509989812,121,44.95,3.3707415657627413,39.16,2023-01-02 06:15:00+00:00,subgrid_1,5.78
50.28285047473791,4.46,10.22180402312837,2026-04-21 17:09:18.467000+00:00,19.460531770700904,13.16,25.7,243.25702490491648,22.40181162757498,71.12,40.81458117174677,464.26642028593966,122,53.99,10.15059805299348,41.2,2023-01-02 06:30:00+00:00,subgrid_1,12.79
49.53005916013237,6.93,1.164869055429425,2026-04-21 17:09:18.894000+00:00,41.0349749020349,47.57,54.53,240.6776080414716,44.84294202822889,47.77,80.60918571559321,927.1748377359888,123,51.96,4.767139579271486,16.16,2023-01-02 06:45:00+00:00,subgrid_1,35.8
49.88213393981089,2.08,11.267778611936626,2026-04-21 17:09:19.270000+00:00,24.04632039866596,16.12,9.0,222.4338467146661,84.47870358626614,33.47,61.192916191522826,901.3868568106572,124,36.86,6.113342141425131,10.72,2023-01-02 07:00:00+00:00,subgrid_1,26.14
50.05524887709238,2.95,15.950419986360188,2026-04-21 17:09:19.638000+00:00,28.62228432937025,42.37,4.89,223.795502365277,56.53325709946717,35.37,82.54125059526149,89.87828010063804,125,62.93,5.772385411986168,31.5,2023-01-02 07:15:00+00:00,subgrid_1,31.44
49.6496740203183,7.43,2.643123946086454,2026-04-21 17:09:20.017000+00:00,30.78428279067439,17.91,63.71,248.7869206033706,31.995305782066765,101.62,25.47035823500513,131.92982575381086,126,100.64,3.950899931147123,76.99,2023-01-02 07:30:00+00:00,subgrid_1,23.66
50.34854642163543,16.61,1.4542242868918345,2026-04-21 17:09:20.380000+00:00,40.515198131345855,55.03,46.48,248.006227651054,55.084270519065015,32.77,74.97488324272949,495.50917733063824,127,114.77,4.563389288709501,84.36,2023-01-02 07:45:00+00:00,subgrid_1,30.42
49.63960020983371,4.19,3.756155551151381,2026-04-21 17:09:20.735000+00:00,42.94822485442983,51.3,18.67,248.92396759175412,35.84263403697826,82.26,20.23243614418365,106.61927280542348,128,3.69,11.607124772038544,0.45,2023-01-02 08:00:00+00:00,subgrid_1,3.24
50.136505470005126,10.86,14.921726456432548,2026-04-21 17:09:21.143000+00:00,42.88958633371668,117.35,60.65,247.56799449953104,51.45531662911702,199.46,54.53041723980072,345.5808733486975,129,186.96,8.402450311189275,86.69,2023-01-02 08:15:00+00:00,subgrid_1,100.27
50.05987225573257,9.73,6.3215943735901,2026-04-21 17:08:33.811000+00:00,23.06003353883483,3.27,49.17,213.4149029264358,27.796475779578067,67.34,42.40544517039474,44.55663161765322,13,27.24,3.724833201918167,14.75,2023-01-01 03:15:00+00:00,subgrid_1,12.48
50.05318720662658,2.92,11.83360839064003,2026-04-21 17:09:21.513000+00:00,15.23862543835622,10.47,14.25,235.12348394805343,59.02667781982747,25.35,43.353459445443136,148.3853782174777,130,16.83,7.265745851650261,8.6,2023-01-02 08:30:00+00:00,subgrid_1,8.23
50.34931320461295,4.55,10.811893079234975,2026-04-21 17:09:21.889000+00:00,42.65665456756372,91.43,31.11,222.3330388190749,47.96464900088228,188.68,55.6475857770807,636.0403551318858,131,47.83,9.820153042721554,27.01,2023-01-02 08:45:00+00:00,subgrid_1,20.82
49.811810724628025,11.57,4.989597892635366,2026-04-21 17:09:22.256000+00:00,16.63160898004717,108.13,41.48,248.77984548059652,94.95751603470887,151.48,13.553342402827251,949.4954317391616,132,64.28,10.323654381401496,16.35,2023-01-02 09:00:00+00:00,subgrid_1,47.93
49.7840837083066,9.69,6.6447319049371885,2026-04-21 17:09:22.792000+00:00,22.97320970452306,60.42,81.16,239.7127307019719,65.00242380451056,172.69,36.12278755130117,996.7337702943814,133,53.41,3.99236568514992,44.71,2023-01-02 09:15:00+00:00,subgrid_1,8.7
50.3464131092442,8.87,19.317700258866846,2026-04-21 17:09:23.208000+00:00,30.449635641834988,11.25,8.25,238.44984571233823,87.43141391575173,16.42,66.69038308661737,375.2411324969148,134,78.25,9.668148739176942,48.47,2023-01-02 09:30:00+00:00,subgrid_1,29.79
49.72140584084696,6.52,4.812504534587713,2026-04-21 17:09:23.603000+00:00,29.39777067013182,42.35,30.51,241.90477050557337,80.85828376444641,87.96,55.85307940810274,599.0126371146123,135,24.77,11.39156884639388,18.7,2023-01-02 09:45:00+00:00,subgrid_1,6.07
50.246041396631696,18.16,18.03290846510177,2026-04-21 17:09:24.029000+00:00,33.14129381662176,89.92,46.26,233.93872408885167,72.89330474142213,67.37,54.89697589118197,856.2676535240813,136,120.84,8.268924735922713,69.07,2023-01-02 10:00:00+00:00,subgrid_1,51.77
49.69114585699445,5.79,11.610630089154732,2026-04-21 17:09:24.793000+00:00,29.38338686211017,9.07,53.61,233.33039278872764,59.75109986420658,119.29,51.08301121312544,117.462072796384,137,113.93,8.527412563391973,94.2,2023-01-02 10:15:00+00:00,subgrid_1,19.73
50.37569541259896,9.2,2.465929327424956,2026-04-21 17:09:25.211000+00:00,43.03127038921262,36.81,30.93,224.45326938062107,20.173902702527,75.66,94.38849100388784,689.564411051965,138,39.02,10.833665610920772,17.87,2023-01-02 10:30:00+00:00,subgrid_1,21.15
50.33906354224132,4.15,9.34624756310136,2026-04-21 17:09:25.639000+00:00,22.21646544643761,15.57,42.21,216.0295041919145,69.0774080441667,23.97,93.45696979397344,408.8436617250683,139,76.39,9.115343034526774,51.63,2023-01-02 10:45:00+00:00,subgrid_1,24.76
49.77663047090125,1.92,16.013829271485708,2026-04-21 17:08:34.186000+00:00,39.45549696878258,39.7,60.79,249.18805827617325,91.74258949304404,72.45,0.679492739914267,784.441542070729,14,19.13,10.38453357335112,14.38,2023-01-01 03:30:00+00:00,subgrid_1,4.75
50.28746304934664,7.13,18.97097434721752,2026-04-21 17:09:26.261000+00:00,23.22074082115457,12.48,32.23,227.54104932624807,48.47659624019982,12.1,36.01449727982943,206.14616028016408,140,66.21,11.95740760496415,46.63,2023-01-02 11:00:00+00:00,subgrid_1,19.58
49.991471279795846,25.8,8.371311962747171,2026-04-21 17:09:26.677000+00:00,42.622138070791685,36.93,17.27,230.69499264863063,29.420973344105505,82.83,35.18950115842048,402.753618747442,141,83.44,5.544242724207928,33.86,2023-01-02 11:15:00+00:00,subgrid_1,49.58
49.53383922117682,17.49,17.267731295787247,2026-04-21 17:09:27.075000+00:00,17.302185412357687,40.15,28.17,245.11240577975929,55.57010108896621,65.69,55.48984565730611,75.96028696491686,142,161.95,10.609325201409058,77.98,2023-01-02 11:30:00+00:00,subgrid_1,83.97
49.63246520229818,14.22,5.1285738930341545,2026-04-21 17:09:27.468000+00:00,33.286824657144294,52.71,41.88,226.06401960867328,78.84426578266438,144.96,9.56062841392078,695.4071485893057,143,44.44,8.511682987894654,38.42,2023-01-02 11:45:00+00:00,subgrid_1,6.02
49.9566051025391,6.35,11.41844303600746,2026-04-21 17:09:27.850000+00:00,35.45207856196832,71.65,88.88,245.3207527155217,96.93422357589633,91.1,30.30067007675159,252.74266874845307,144,74.67,6.291619865273736,44.0,2023-01-02 12:00:00+00:00,subgrid_1,30.67
49.54364764441544,13.94,16.877041164039476,2026-04-21 17:09:28.233000+00:00,30.166251702892183,52.59,62.93,222.70071184634892,49.92839128976656,44.47,23.086756580117274,311.405645044878,145,28.7,10.94753703531808,5.7,2023-01-02 12:15:00+00:00,subgrid_1,23.01
49.56347244293487,25.23,18.41376882339391,2026-04-21 17:09:28.638000+00:00,35.82695636469411,48.01,104.94,247.78709151550288,63.41786389639814,210.94,22.33896683364285,121.08129824146276,146,174.89,11.966216304989986,88.66,2023-01-02 12:30:00+00:00,subgrid_1,86.23
49.62550383773911,3.97,9.716467343026014,2026-04-21 17:09:29.032000+00:00,20.18263938035901,52.84,3.49,211.55741681062725,88.0995506690868,24.12,63.85055258952679,864.6591138898917,147,65.96,3.520644319429219,45.03,2023-01-02 12:45:00+00:00,subgrid_1,20.93
49.760846697560304,18.42,12.79376204290858,2026-04-21 17:09:29.412000+00:00,40.5789669831462,0.24,20.57,231.0132997406475,46.71995359600118,57.67,38.43503343441493,493.4442792827386,148,48.84,11.32970480999664,5.12,2023-01-02 13:00:00+00:00,subgrid_1,43.72
50.24932278944631,15.53,0.0596026156466189,2026-04-21 17:09:29.762000+00:00,19.200770684096568,83.97,19.44,222.8636617827642,31.380579597665232,59.46,17.116437475830626,572.1468777864003,149,76.43,4.827999023646779,30.89,2023-01-02 13:15:00+00:00,subgrid_1,45.54
50.0096618681524,7.09,14.306940425749485,2026-04-21 17:08:34.525000+00:00,25.77517951677901,61.04,42.98,219.01947696353588,67.99290100991317,122.47,13.341362277407807,678.7132362153538,15,26.92,10.758967157526753,14.25,2023-01-01 03:45:00+00:00,subgrid_1,12.67
49.54798239476012,9.59,5.064466150267792,2026-04-21 17:09:30.092000+00:00,27.02437332947249,57.25,59.63,221.77652238893225,42.55054649861513,23.33,88.75718449877596,569.4326830948546,150,103.72,4.846692197158491,90.98,2023-01-02 13:30:00+00:00,subgrid_1,12.75
50.48363939535632,6.51,5.574242074938915,2026-04-21 17:09:30.406000+00:00,17.257728039246174,31.13,20.45,213.1757006958289,91.92982638467105,23.73,87.41486879377942,410.49311454134175,151,21.07,3.3758048274384507,13.18,2023-01-02 13:45:00+00:00,subgrid_1,7.89
49.77382952058697,2.94,1.869860233088616,2026-04-21 17:09:30.760000+00:00,31.356332364522004,21.06,0.75,237.2515374158848,32.75144867694702,83.66,86.24629235322352,192.52991543813943,152,19.57,11.29968960529493,9.04,2023-01-02 14:00:00+00:00,subgrid_1,10.53
49.820197778034895,3.02,5.593900267139533,2026-04-21 17:09:31.224000+00:00,35.09237422276917,39.48,31.62,225.70195146627788,46.33768488054257,12.91,39.07449422577928,745.1327484983999,153,37.62,9.834582350535344,25.01,2023-01-02 14:15:00+00:00,subgrid_1,12.61
49.74788488784255,4.5,6.422440661162783,2026-04-21 17:09:31.618000+00:00,43.23664905285872,0.02,18.21,247.962122778779,57.17122484002725,14.63,5.698245351045239,127.05626535767432,154,70.87,3.4810426848536413,62.03,2023-01-02 14:30:00+00:00,subgrid_1,8.85
50.10239077988248,12.71,19.375320791363865,2026-04-21 17:09:31.930000+00:00,37.18008587688003,8.71,29.67,238.4969460959391,87.7690578792736,154.87,10.674201789443604,103.8737902788105,155,36.15,8.70181688461859,34.47,2023-01-02 14:45:00+00:00,subgrid_1,1.68
49.51942662721312,21.91,13.372047611216754,2026-04-21 17:09:32.256000+00:00,31.23308749362453,76.25,17.33,227.71564061450488,95.01706269223796,38.47,27.60480797712992,710.1450375965034,156,142.23,4.081209954765846,79.68,2023-01-02 15:00:00+00:00,subgrid_1,62.55
49.593569525703245,11.09,8.520101588326884,2026-04-21 17:09:32.550000+00:00,42.97851051511002,76.08,97.43,235.0919116959805,54.06482477066039,92.72,21.997000410865464,208.83702045198385,157,172.64,9.76264699306988,98.05,2023-01-02 15:15:00+00:00,subgrid_1,74.59
49.59877743904789,11.15,19.761089213910186,2026-04-21 17:09:32.859000+00:00,29.353105141226298,21.17,73.5,212.6400471104956,94.55632386828124,19.8,87.39856201488354,306.7727513528323,158,43.17,6.681484586589876,23.18,2023-01-02 15:30:00+00:00,subgrid_1,19.99
50.16453242549848,8.61,3.064646404692224,2026-04-21 17:09:33.157000+00:00,31.83616959296608,83.35,10.73,233.56552778668876,32.91672758862036,123.91,98.63581803892596,475.22746700174025,159,163.14,3.4659915026666663,127.56,2023-01-02 15:45:00+00:00,subgrid_1,35.58
49.88768860738191,28.79,15.81835200556258,2026-04-21 17:08:34.896000+00:00,29.39869480389938,56.04,93.76,224.43030812450635,75.81983997446812,185.78,57.86638850979876,472.8044641127247,16,115.03,4.136466812963037,44.09,2023-01-01 04:00:00+00:00,subgrid_1,70.94
49.82952173760899,22.71,9.521023878609691,2026-04-21 17:09:33.518000+00:00,32.88295583010287,63.4,27.74,236.64598933478877,32.54818335170963,96.11,81.66736623318023,449.3513167295462,160,55.42,10.464667041438602,54.78,2023-01-02 16:00:00+00:00,subgrid_1,0.63
49.93749418747234,27.26,12.941244140980988,2026-04-21 17:09:34.147000+00:00,27.299391776597005,95.11,116.58,214.24657608210376,95.94006557078384,238.57,72.98489027491884,708.5791250649992,161,234.67,8.1517194727805,142.61,2023-01-02 16:15:00+00:00,subgrid_1,92.06
50.44997335337418,10.27,1.1116126896815404,2026-04-21 17:09:34.463000+00:00,40.15448071697472,49.33,55.53,237.2971980490704,60.77441068226649,93.05,58.86241399273142,623.431793443361,162,116.86,9.955813607729617,65.59,2023-01-02 16:30:00+00:00,subgrid_1,51.27
49.700042876822,24.98,14.339977161662375,2026-04-21 17:09:34.912000+00:00,20.555278165351773,104.25,43.82,228.9602957601327,34.872626828316314,150.8,76.99082991798728,644.3961622818657,163,81.8,9.070777659602395,70.26,2023-01-02 16:45:00+00:00,subgrid_1,11.54
49.5701967883459,19.11,1.9973470584397977,2026-04-21 17:09:35.253000+00:00,31.64526571114824,83.71,48.2,229.184689247137,59.039229646044944,160.06,94.70333121923908,714.0543306554573,164,19.72,6.909565572345841,9.57,2023-01-02 17:00:00+00:00,subgrid_1,10.15
49.94142322958198,18.98,2.805646171993539,2026-04-21 17:09:35.573000+00:00,36.66699768561583,107.43,76.9,238.94310357032904,82.65689243032412,179.65,60.134466990708106,292.61272742346534,165,179.12,9.287998135815547,114.27,2023-01-02 17:15:00+00:00,subgrid_1,64.85
49.66407321240945,23.15,3.193790249241681,2026-04-21 17:09:35.920000+00:00,42.11928515629732,54.66,94.68,227.99227553072268,86.15362925788189,187.64,15.46132440198339,322.33331180047367,166,85.99,3.1327811482220342,39.94,2023-01-02 17:30:00+00:00,subgrid_1,46.04
49.6446571484882,8.58,18.577796533110355,2026-04-21 17:09:36.221000+00:00,41.517551893028354,17.95,40.92,219.3738914098592,89.11754053193938,19.46,16.38583172687197,437.9977478955541,167,15.05,6.057638030838218,13.16,2023-01-02 17:45:00+00:00,subgrid_1,1.9
49.91013208305918,17.79,13.664710902763357,2026-04-21 17:09:36.532000+00:00,30.26220868290426,47.21,9.29,221.93135490266675,65.56567224699349,167.16,58.38628031285862,307.4621730335261,168,43.65,10.000680564242348,4.3,2023-01-02 18:00:00+00:00,subgrid_1,39.36
50.16965115588553,5.51,13.108550022062085,2026-04-21 17:09:36.791000+00:00,34.29484353490025,29.27,33.74,239.5340484252928,89.35568114943042,38.24,33.34685397848078,984.9378689708634,169,45.61,9.867557161323258,34.72,2023-01-02 18:15:00+00:00,subgrid_1,10.89
49.72592558958318,14.13,18.735362667442047,2026-04-21 17:08:35.267000+00:00,43.97066749681108,34.67,21.4,215.61410720022008,57.11977794935641,158.73,49.38250406537382,899.7596153682574,17,78.83,8.904955245232554,55.03,2023-01-01 04:15:00+00:00,subgrid_1,23.8
49.74285190046012,6.66,11.109869929299842,2026-04-21 17:09:37.060000+00:00,26.82713208387903,46.6,10.13,212.83982615347227,60.80241670426037,109.87,91.02473752449694,814.0519264214297,170,168.11,10.98668430488688,126.73,2023-01-02 18:30:00+00:00,subgrid_1,41.38
50.37596389520568,32.28,5.856119973902056,2026-04-21 17:09:37.378000+00:00,29.04533288640601,82.14,65.23,243.6330192497264,68.56479219128619,124.12,61.16423338359724,164.65468825602957,171,77.63,8.499409683223867,2.69,2023-01-02 18:45:00+00:00,subgrid_1,74.94
49.862447946966334,4.17,12.417794091987028,2026-04-21 17:09:37.660000+00:00,42.18797377719149,41.63,35.26,233.2881411645776,80.69758418173163,108.47,67.64926134233603,5.594155881869511,172,83.54,11.479771218847835,42.84,2023-01-02 19:00:00+00:00,subgrid_1,40.7
50.43404826231394,12.06,8.202994397772796,2026-04-21 17:09:37.985000+00:00,42.92111979577422,133.6,115.08,239.07883550037485,54.03482341684068,283.92,0.5820710100902571,42.783268247267856,173,86.27,8.019409859544243,41.87,2023-01-02 19:15:00+00:00,subgrid_1,44.4
49.99239527828046,5.08,2.9083230018522976,2026-04-21 17:09:38.311000+00:00,41.86242174201059,19.57,0.95,223.74751093504935,25.88651897110198,100.45,49.8848552062623,244.0634510429253,174,124.9,7.504086060368215,66.41,2023-01-02 19:30:00+00:00,subgrid_1,58.49
50.22673789316784,8.87,13.79194580655466,2026-04-21 17:09:38.649000+00:00,19.151125854409145,61.31,76.88,218.90968015116204,48.01330854861581,45.71,43.11647213889117,114.29128583685656,175,45.95,4.77494948064644,19.15,2023-01-02 19:45:00+00:00,subgrid_1,26.79
50.34901685941983,7.39,2.5916433585984544,2026-04-21 17:09:39+00:00,40.50252063991909,36.98,54.46,242.18302825169667,69.91553734367683,51.24,70.5871856767533,533.3381148925721,176,118.34,10.00952777257206,70.85,2023-01-02 20:00:00+00:00,subgrid_1,47.49
50.02971987493482,10.62,3.8133716204234647,2026-04-21 17:09:39.607000+00:00,43.45091193064441,8.61,2.07,214.08834096875012,35.38658957115815,63.57,38.26386603333657,857.9952227273586,177,56.08,9.22851439383903,32.03,2023-01-02 20:15:00+00:00,subgrid_1,24.05
50.35032345129037,24.31,16.353986236952117,2026-04-21 17:09:39.986000+00:00,25.83749083720814,30.84,15.61,216.63416062913944,31.8708290799712,86.82,97.65750318871623,736.7502209132274,178,179.88,7.146846161952976,114.22,2023-01-02 20:30:00+00:00,subgrid_1,65.66
49.87798178664195,4.14,13.20234192250308,2026-04-21 17:09:40.342000+00:00,30.55938868265008,6.44,4.44,221.39684028102624,43.44644356731501,74.98,67.02031815564018,215.6090630821904,179,95.86,3.783978732942977,19.33,2023-01-02 20:45:00+00:00,subgrid_1,76.54
50.02906732652378,7.49,12.467415204417945,2026-04-21 17:08:35.650000+00:00,22.265163691418312,70.85,49.74,216.66453331408303,80.51844639812501,94.35,36.38291756468314,336.15966498509886,18,45.34,9.319108331002278,40.38,2023-01-01 04:30:00+00:00,subgrid_1,4.96
49.86340407438704,23.74,12.619823084272848,2026-04-21 17:09:40.691000+00:00,38.37285767438988,37.88,90.87,224.04890909549687,22.56891698222571,206.17,65.99183331425894,399.2992560257858,180,58.36,4.131321427060901,50.58,2023-01-02 21:00:00+00:00,subgrid_1,7.78
50.29406339023158,5.57,8.364055686854481,2026-04-21 17:09:41.248000+00:00,31.86234412696946,7.14,17.68,218.1462178619296,79.47383184695357,76.58,91.93411447579828,507.8942095312776,181,87.34,4.0301507635880345,14.67,2023-01-02 21:15:00+00:00,subgrid_1,72.66
49.74126972470624,1.93,7.925610364787423,2026-04-21 17:09:41.650000+00:00,44.80450565118748,60.77,2.99,246.50518249256123,40.6972481750671,84.53,99.52048338983457,810.2058495033356,182,116.56,6.380393772802765,75.9,2023-01-02 21:30:00+00:00,subgrid_1,40.66
50.21703849113721,12.25,13.805252183708024,2026-04-21 17:09:42.076000+00:00,28.67140095470485,7.39,10.02,211.08716142906945,29.939071730927964,79.06,19.782068926211327,839.1216031061648,183,122.73,4.430798166421218,79.63,2023-01-02 21:45:00+00:00,subgrid_1,43.09
49.57708695711629,17.85,14.800110772180917,2026-04-21 17:09:42.480000+00:00,36.41828133622133,65.88,45.1,242.1386495661001,75.93035327707483,150.41,81.0533143214728,909.718311907776,184,38.13,10.74757889336886,25.99,2023-01-02 22:00:00+00:00,subgrid_1,12.15
50.13562506375917,3.12,10.20426404728621,2026-04-21 17:09:42.896000+00:00,38.77773420589632,43.67,23.88,226.44279363629897,87.43424100346303,65.1,16.231949532202748,509.2452505028752,185,68.87,11.094115084343986,39.76,2023-01-02 22:15:00+00:00,subgrid_1,29.1
50.44190971490903,10.96,19.385384886970524,2026-04-21 17:09:43.294000+00:00,29.823012472753184,50.3,26.48,243.44453459767112,21.59004766894228,89.39,45.70434530542099,694.274746435863,186,178.44,10.710921581631217,109.87,2023-01-02 22:30:00+00:00,subgrid_1,68.57
49.956465886932165,4.01,19.11399117837744,2026-04-21 17:09:43.754000+00:00,40.70951417134127,3.43,60.01,241.83860466899415,38.68798165929799,87.04,10.018540433247017,111.80037123393716,187,57.96,8.47969444591794,44.16,2023-01-02 22:45:00+00:00,subgrid_1,13.8
